2340,2306101-0,'float' object has no attribute 'encode'
2340,2306104-0,Expected object or value
2340,2306105-0,'float' object has no attribute 'encode'
2340,2306106-0,wrong number of pistol rounds
2340,2306108-0,Expected object or value
2340,2306109-0,wrong number of pistol rounds
2340,2306111-0,wrong number of pistol rounds
2340,2306112-0,wrong number of pistol rounds
2340,2306114-0,Expected object or value
2340,2306115-0,'float' object has no attribute 'encode'
2340,2306185-0,Expected object or value
2340,2306185-1,wrong number of pistol rounds
2340,2306185-2,Expected object or value
2340,2306187-0,'float' object has no attribute 'encode'
2340,2306189-0,Expected object or value
2340,2306190-0,Expected object or value
2340,2306191-0,'float' object has no attribute 'encode'
2340,2306192-0,Expected object or value
2340,2306192-1,wrong number of pistol rounds
2340,2306193-0,Expected object or value
2340,2306194-0,Expected object or value
2340,2306194-1,Expected object or value
2340,2306195-0,issue with player teams
2340,2306195-1,Expected object or value
2350,2304296-1,wrong number of pistol rounds
2367,2307056-0,Expected object or value
2367,2307056-1,wrong number of pistol rounds
2367,2307060-0,wrong number of pistol rounds
2407,2305877-0,issue with player teams
2407,2306022-0,issue with player teams
2407,2307008-0,issue with player teams
2410,2305788-0,issue with player teams
2410,2305800-0,wrong number of pistol rounds
2411,2304952-0,Expected object or value
2411,2304986-0,Expected object or value
2411,2304994-0,issue with player teams
2431,2306392-0,wrong number of pistol rounds
2431,2306392-1,Expected object or value
2431,2306393-0,wrong number of pistol rounds
2431,2306393-1,Expected object or value
2431,2306393-2,wrong number of pistol rounds
2431,2306408-0,wrong number of pistol rounds
2431,2306408-1,wrong number of pistol rounds
2431,2306408-2,wrong number of pistol rounds
2431,2306409-1,Expected object or value
2431,2306409-2,Expected object or value
2431,2306416-1,Expected object or value
2431,2306416-2,Expected object or value
2431,2306449-2,Expected object or value
2435,2304955-0,wrong number of pistol rounds
2454,2306607-0,issue with player teams
2454,2306608-0,issue with player teams
2454,2306609-0,issue with player teams
2454,2306610-0,issue with player teams
2454,2306611-0,issue with player teams
2454,2306611-1,issue with player teams
2454,2306613-0,issue with player teams
2454,2306613-1,issue with player teams
2454,2306614-0,issue with player teams
2454,2306615-0,issue with player teams
2454,2306615-1,issue with player teams
2454,2306615-2,issue with player teams
2454,2306616-0,issue with player teams
2454,2306616-1,issue with player teams
2454,2306616-2,issue with player teams
2454,2306617-0,issue with player teams
2454,2306617-1,issue with player teams
2454,2306617-2,issue with player teams
2471,2307535-0,Expected object or value
2471,2307541-0,issue with player teams
2472,2307209-0,issue with player teams
2482,2305433-0,Expected object or value
2482,2305434-0,issue with player teams
2482,2305435-0,'float' object has no attribute 'encode'
2482,2305436-0,Expected object or value
2482,2305437-0,Expected object or value
2482,2305440-0,Expected object or value
2482,2305442-0,Expected object or value
2482,2305444-0,'float' object has no attribute 'encode'
2482,2305445-0,Expected object or value
2482,2305446-0,'float' object has no attribute 'encode'
2482,2305448-0,'float' object has no attribute 'encode'
2482,2305449-0,'float' object has no attribute 'encode'
2482,2305450-0,Expected object or value
2482,2305453-0,Expected object or value
2482,2305454-0,'float' object has no attribute 'encode'
2482,2305455-0,Expected object or value
2482,2305457-0,Expected object or value
2482,2305458-0,'float' object has no attribute 'encode'
2482,2305459-0,Expected object or value
2482,2305460-0,Expected object or value
2482,2305463-0,'float' object has no attribute 'encode'
2482,2305464-0,'float' object has no attribute 'encode'
2482,2305465-0,Expected object or value
2482,2305466-0,Expected object or value
2482,2305467-0,'float' object has no attribute 'encode'
2482,2305468-0,Expected object or value
2482,2305469-0,'float' object has no attribute 'encode'
2482,2305470-0,Expected object or value
2482,2305534-1,Expected object or value
2482,2305535-0,Expected object or value
2482,2305536-1,'float' object has no attribute 'encode'
2482,2305536-2,'float' object has no attribute 'encode'
2482,2305537-0,issue with player teams
2482,2305537-2,Expected object or value
2482,2305544-0,'float' object has no attribute 'encode'
2482,2305544-1,Expected object or value
2482,2305544-2,'float' object has no attribute 'encode'
2482,2305545-0,'float' object has no attribute 'encode'
2482,2305554-0,'float' object has no attribute 'encode'
2482,2305554-2,'float' object has no attribute 'encode'
2508,2305936-0,issue with player teams
2508,2305936-1,wrong number of pistol rounds
2532,2306054-1,'float' object has no attribute 'encode'
2532,2306059-2,'float' object has no attribute 'encode'
2532,2306060-0,'float' object has no attribute 'encode'
2532,2306073-0,'float' object has no attribute 'encode'
2532,2306074-0,Expected object or value
2532,2306074-1,Expected object or value
2538,2307287-0,wrong number of pistol rounds
2541,2307926-0,issue with player teams
2541,2307931-2,Expected object or value
2541,2307931-3,issue with player teams
2557,2311330-0,issue with player teams
2557,2311330-1,issue with player teams
2557,2311330-2,issue with player teams
2557,2311331-0,issue with player teams
2557,2311332-0,issue with player teams
2557,2311332-1,issue with player teams
2564,2307354-0,issue with player teams
2564,2307373-0,wrong number of pistol rounds
2564,2307393-1,wrong number of pistol rounds
2564,2307457-1,issue with player teams
2566,2307436-0,Expected object or value
2569,2311458-0,Expected object or value
2569,2311463-0,issue with player teams
2599,2307081-0,issue with player teams
2599,2307081-1,wrong number of pistol rounds
2599,2307090-1,Expected object or value
2599,2307091-0,issue with player teams
2599,2307091-1,wrong number of pistol rounds
2599,2307093-1,'float' object has no attribute 'encode'
2599,2307094-1,issue with player teams
2599,2307100-0,issue with player teams
2599,2307100-1,wrong number of pistol rounds
2599,2307101-0,Expected object or value
2599,2307101-1,issue with player teams
2599,2307101-2,issue with player teams
2599,2307101-3,wrong number of pistol rounds
2599,2307102-1,wrong number of pistol rounds
2599,2307104-0,wrong number of pistol rounds
2599,2307104-1,wrong number of pistol rounds
2599,2307104-2,wrong number of pistol rounds
2637,2308140-0,wrong number of pistol rounds
2637,2308154-0,issue with player teams
2637,2308156-0,issue with player teams
2637,2308156-1,issue with player teams
2637,2308168-1,wrong number of pistol rounds
2637,2308169-0,wrong number of pistol rounds
2637,2308382-0,issue with player teams
2637,2308383-0,issue with player teams
2637,2308384-0,issue with player teams
2641,2309853-1,Expected object or value
2641,2309857-2,issue with player teams
2641,2309865-0,issue with player teams
2641,2309865-1,issue with player teams
2649,2307644-0,Expected object or value
2649,2307647-0,'float' object has no attribute 'encode'
2649,2307649-0,Expected object or value
2649,2307652-0,Expected object or value
2649,2307654-0,Expected object or value
2649,2307654-1,Expected object or value
2649,2307655-0,wrong number of pistol rounds
2649,2307655-1,'float' object has no attribute 'encode'
2649,2307656-0,'float' object has no attribute 'encode'
2649,2307657-0,Expected object or value
2649,2307658-0,Expected object or value
2649,2307659-0,Expected object or value
2649,2307660-2,wrong number of pistol rounds
2649,2307661-0,Expected object or value
2649,2307661-1,Expected object or value
2649,2307663-0,wrong number of pistol rounds
2649,2307667-1,Expected object or value
2649,2307668-1,wrong number of pistol rounds
2649,2307669-0,Expected object or value
2683,2309266-0,wrong number of pistol rounds
2683,2309398-0,wrong number of pistol rounds
2713,2310241-0,issue with player teams
2713,2310241-1,wrong number of pistol rounds
2713,2310244-0,wrong number of pistol rounds
2722,2311434-1,'float' object has no attribute 'encode'
2722,2311435-1,Expected object or value
2722,2311435-2,wrong number of pistol rounds
2723,2311553-0,'float' object has no attribute 'encode'
2723,2311555-0,'float' object has no attribute 'encode'
2723,2311556-0,'float' object has no attribute 'encode'
2723,2311557-0,'float' object has no attribute 'encode'
2723,2311558-0,'float' object has no attribute 'encode'
2723,2311559-0,'float' object has no attribute 'encode'
2723,2311560-0,'float' object has no attribute 'encode'
2723,2311563-0,Expected object or value
2723,2311563-1,issue with player teams
2723,2311568-0,'float' object has no attribute 'encode'
2725,2311184-2,issue with player teams
2725,2311184-3,issue with player teams
2725,2311184-4,wrong number of pistol rounds
2725,2311189-1,'float' object has no attribute 'encode'
2725,2311192-0,wrong number of pistol rounds
2753,2309739-0,Expected object or value
2753,2309757-0,Expected object or value
2753,2309764-0,issue with player teams
2753,2309770-0,Expected object or value
2753,2309770-1,'float' object has no attribute 'encode'
2753,2309776-1,'float' object has no attribute 'encode'
2753,2309778-1,'float' object has no attribute 'encode'
2753,2309785-2,issue with player teams
2753,2309786-1,Expected object or value
2753,2309787-1,Expected object or value
2753,2309788-0,Expected object or value
2753,2309794-0,Expected object or value
2753,2309794-1,wrong number of pistol rounds
2753,2309795-1,'float' object has no attribute 'encode'
2753,2309796-1,Expected object or value
2777,2311136-0,Expected object or value
2777,2311136-1,Expected object or value
2777,2311137-1,Expected object or value
2777,2311138-1,Expected object or value
2777,2311140-0,Expected object or value
2777,2311141-1,Expected object or value
2807,2310441-0,wrong number of pistol rounds
2807,2310443-0,Expected object or value
2807,2310446-0,wrong number of pistol rounds
2807,2310447-0,Expected object or value
2807,2310448-0,wrong number of pistol rounds
2807,2310448-1,issue with player teams
2807,2310476-1,issue with player teams
